2019-04-07 15:40:15,618 INFO [root] [base.py (__init__:13] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="b3cf2704-f254-4bcd-aaf1-dfcd96d1bd97")>
2019-04-08 16:31:16,044 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:31:16,047 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:31:16,083 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:31:16,083 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:31:16,088 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:31:16,118 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:31:16,118 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:31:16,339 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="57b74395-1457-2742-9e45-5bd9d9592811")>
2019-04-08 16:31:19,774 INFO [root] [base.py (base_get_text:43] - [base]: 正在获取:('partial link text', '我的购物车') 元素文本值
2019-04-08 16:31:19,774 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '我的购物车') 元素，默认定位超时时间为: 30
2019-04-08 16:31:19,796 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '我的购物车') 元素实行点击事件
2019-04-08 16:31:19,797 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '我的购物车') 元素，默认定位超时时间为: 30
2019-04-08 16:33:13,024 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="790763bd-085d-b04e-a355-0cdcfe2fde92")>
2019-04-08 16:33:13,025 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 16:33:13,025 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 16:33:13,025 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 16:33:16,397 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 16:33:16,398 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 16:33:16,398 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 16:33:16,598 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 16:33:16,629 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 16:33:16,629 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:33:16,633 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:33:16,670 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:33:16,671 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:33:16,675 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:33:16,705 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:33:16,706 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:33:16,928 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="790763bd-085d-b04e-a355-0cdcfe2fde92")>
2019-04-08 16:33:21,554 INFO [root] [base.py (base_get_text:43] - [base]: 正在获取:('css selector', '.fl') 元素文本值
2019-04-08 16:33:21,554 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:33:21,585 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.fl') 元素实行点击事件
2019-04-08 16:33:21,585 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:33:49,968 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="d1a83c5a-5b76-9e41-8666-067bb4cc2d68")>
2019-04-08 16:33:49,969 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 16:33:49,969 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 16:33:49,969 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 16:33:53,757 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 16:33:53,757 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 16:33:53,757 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 16:33:53,774 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 16:33:53,804 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 16:33:53,804 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:33:53,809 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:33:53,857 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:33:53,857 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:33:53,861 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:33:53,892 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:33:53,893 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:33:54,116 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="d1a83c5a-5b76-9e41-8666-067bb4cc2d68")>
2019-04-08 16:33:57,586 INFO [root] [base.py (base_get_text:43] - [base]: 正在获取:('css selector', '.fl') 元素文本值
2019-04-08 16:33:57,587 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:33:57,617 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.fl') 元素实行点击事件
2019-04-08 16:33:57,617 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:34:37,503 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="974d1dcc-58f6-f240-bfd7-e10223b1a762")>
2019-04-08 16:34:37,503 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 16:34:37,503 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 16:34:37,503 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 16:34:41,008 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 16:34:41,008 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 16:34:41,008 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 16:34:41,018 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 16:34:41,233 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 16:34:41,233 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:34:41,236 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:34:41,269 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:34:41,269 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:34:41,273 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:34:41,306 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:34:41,306 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:34:41,528 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="974d1dcc-58f6-f240-bfd7-e10223b1a762")>
2019-04-08 16:34:45,080 INFO [root] [base.py (base_get_text:43] - [base]: 正在获取:('css selector', '.fl') 元素文本值
2019-04-08 16:34:45,081 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:34:45,113 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.fl') 元素实行点击事件
2019-04-08 16:34:45,113 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:41:20,494 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="fcaedb2c-0e6b-384c-af92-0aa3ece4aefb")>
2019-04-08 16:41:20,494 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 16:41:20,494 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 16:41:20,494 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 16:41:24,012 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 16:41:24,012 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 16:41:24,012 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 16:41:24,214 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 16:41:24,234 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 16:41:24,234 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:41:24,238 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:41:24,276 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:41:24,276 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:41:24,281 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:41:24,311 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:41:24,311 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:41:24,534 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="fcaedb2c-0e6b-384c-af92-0aa3ece4aefb")>
2019-04-08 16:41:28,038 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.fl') 元素实行点击事件
2019-04-08 16:41:28,038 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.fl') 元素，默认定位超时时间为: 30
2019-04-08 16:41:28,262 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', 'gwc-qjs') 元素实行点击事件
2019-04-08 16:41:28,262 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', 'gwc-qjs') 元素，默认定位超时时间为: 30
2019-04-08 16:43:19,528 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="99fdaf81-a6ea-a648-9ea3-46ac38810f43")>
2019-04-08 16:43:19,528 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 16:43:19,528 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 16:43:19,528 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 16:43:23,162 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 16:43:23,163 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 16:43:23,163 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 16:43:23,194 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 16:43:23,418 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 16:43:23,419 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:43:23,426 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:43:23,463 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:43:23,463 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:43:23,469 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:43:23,506 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:43:23,506 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:43:23,734 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="99fdaf81-a6ea-a648-9ea3-46ac38810f43")>
2019-04-08 16:43:27,236 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.c-n') 元素实行点击事件
2019-04-08 16:43:27,236 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.c-n') 元素，默认定位超时时间为: 30
2019-04-08 16:43:31,163 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', 'gwc-qjs') 元素实行点击事件
2019-04-08 16:43:31,164 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', 'gwc-qjs') 元素，默认定位超时时间为: 30
2019-04-08 16:45:00,966 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="8b20c934-72c7-3444-bc0c-84c12d4d5839")>
2019-04-08 16:45:00,966 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 16:45:00,966 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 16:45:00,966 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 16:45:04,463 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 16:45:04,464 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 16:45:04,465 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 16:45:04,477 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 16:45:04,702 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 16:45:04,702 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 16:45:04,706 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 16:45:04,748 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 16:45:04,748 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 16:45:04,754 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 16:45:04,802 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 16:45:04,802 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 16:45:05,030 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="8b20c934-72c7-3444-bc0c-84c12d4d5839")>
2019-04-08 16:45:08,558 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.c-n') 元素实行点击事件
2019-04-08 16:45:08,558 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.c-n') 元素，默认定位超时时间为: 30
2019-04-08 16:45:12,464 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.gwc-qjs') 元素实行点击事件
2019-04-08 16:45:12,464 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.gwc-qjs') 元素，默认定位超时时间为: 30
2019-04-08 17:21:35,297 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="a133dd53-58a5-454e-85ac-3375113ce014")>
2019-04-08 17:21:35,297 INFO [root] [page_login.py (page_click_login_link:12] - [page_loging] 执行：('partial link text', '登录') 点击链接操作
2019-04-08 17:21:35,297 INFO [root] [base.py (base_click:28] - [base]: 正在对:('partial link text', '登录') 元素实行点击事件
2019-04-08 17:21:35,297 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('partial link text', '登录') 元素，默认定位超时时间为: 30
2019-04-08 17:21:38,792 INFO [root] [page_login.py (page_login_success:71] - [page_loging] 正在执行登录操作, 用户名：13800001111 密码：123456, 验证码:8888
2019-04-08 17:21:38,792 INFO [root] [page_login.py (page_input_username:17] - [page_loging] 对：('css selector', '#username') 元素 输入用户名：13800001111 操作
2019-04-08 17:21:38,792 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#username') 元素，默认定位超时时间为: 30
2019-04-08 17:21:38,989 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#username') 元素实行清空
2019-04-08 17:21:39,010 INFO [root] [page_login.py (page_input_pwd:22] - [page_loging] 对：('css selector', '#password') 元素 输入密码：123456 操作
2019-04-08 17:21:39,010 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#password') 元素，默认定位超时时间为: 30
2019-04-08 17:21:39,015 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#password') 元素实行清空
2019-04-08 17:21:39,060 INFO [root] [page_login.py (page_input_verify_code:27] - [page_loging] 对：('css selector', '#verify_code') 元素 输入验证码：8888 操作
2019-04-08 17:21:39,060 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '#verify_code') 元素，默认定位超时时间为: 30
2019-04-08 17:21:39,065 INFO [root] [base.py (base_input:36] - [base]: 正在对:('css selector', '#verify_code') 元素实行清空
2019-04-08 17:21:39,096 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.J-login-submit') 元素实行点击事件
2019-04-08 17:21:39,096 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.J-login-submit') 元素，默认定位超时时间为: 30
2019-04-08 17:21:39,322 INFO [root] [base.py (__init__:15] - [base]: 正在获取初始化driver对象:<selenium.webdriver.firefox.webdriver.WebDriver (session="a133dd53-58a5-454e-85ac-3375113ce014")>
2019-04-08 17:21:42,825 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.c-n') 元素实行点击事件
2019-04-08 17:21:42,825 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.c-n') 元素，默认定位超时时间为: 30
2019-04-08 17:21:46,660 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.gwc-qjs') 元素实行点击事件
2019-04-08 17:21:46,661 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.gwc-qjs') 元素，默认定位超时时间为: 30
2019-04-08 17:21:49,785 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.consignee>b') 元素，默认定位超时时间为: 30
2019-04-08 17:21:51,322 INFO [root] [base.py (base_click:28] - [base]: 正在对:('css selector', '.Sub-orders') 元素实行点击事件
2019-04-08 17:21:51,322 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.Sub-orders') 元素，默认定位超时时间为: 30
2019-04-08 17:21:51,544 INFO [root] [base.py (base_get_text:43] - [base]: 正在获取:('css selector', '.erhuh>h3') 元素文本值
2019-04-08 17:21:51,544 INFO [root] [base.py (base_find:20] - [base]: 正在定位:('css selector', '.erhuh>h3') 元素，默认定位超时时间为: 30
